"","End_of_Week","Year","Week","Region","State","City","Pneumonia_and_Flu_Deaths","All_Deaths","Ages_Less_Than_1","Ages_1_to_24","Ages_25_to_44","Ages_45_to_64","Ages_over_65","PRCP","TMAX","TMIN"
"1696",1994-07-02,1994,26,3,"IL","Chicago",50,486,16,95,112,84,179,0.02,80.1428571428571,61.4285714285714
"1697",1994-07-09,1994,27,3,"IL","Chicago",41,520,16,78,106,115,205,0.47,86.1428571428571,68.1428571428571
"1698",1994-07-16,1994,28,3,"IL","Chicago",33,507,5,81,121,93,207,0.07,81.8571428571429,62
"1699",1994-07-23,1994,29,3,"IL","Chicago",28,547,13,94,113,115,212,1.06,85.5714285714286,66
"1700",1994-07-30,1994,30,3,"IL","Chicago",24,446,13,98,95,93,147,0,80.7142857142857,57.7142857142857
"1701",1994-08-06,1994,31,3,"IL","Chicago",6,394,10,71,77,76,160,0.99,79.8571428571429,57.2857142857143
"1702",1994-08-13,1994,32,3,"IL","Chicago",16,328,10,68,62,61,127,2.06,74.1428571428571,59.1428571428571
"1703",1994-08-20,1994,33,3,"IL","Chicago",7,303,11,60,65,48,119,0.3,79.4285714285714,59.7142857142857
"1704",1994-08-27,1994,34,3,"IL","Chicago",5,317,5,53,64,46,149,0.04,83.5714285714286,62.7142857142857
"1705",1994-09-03,1994,35,3,"IL","Chicago",14,650,15,113,137,128,257,0.73,71.4285714285714,53.7142857142857
"1706",1994-09-10,1994,36,3,"IL","Chicago",20,447,5,64,81,88,209,0.31,76.5714285714286,58.1428571428571
"1707",1994-09-17,1994,37,3,"IL","Chicago",23,443,6,65,96,88,188,0.01,86.1428571428571,65.1428571428571
"1708",1994-09-24,1994,38,3,"IL","Chicago",16,507,16,72,121,105,193,0.45,78,56.8571428571429
"1709",1994-10-01,1994,39,3,"IL","Chicago",20,515,18,99,82,105,211,0.2,66.7142857142857,50.2857142857143
"1710",1994-10-08,1994,40,3,"IL","Chicago",18,544,46,94,98,98,208,0.82,66,49.4285714285714
"1711",1994-10-15,1994,41,3,"IL","Chicago",12,497,20,97,95,85,200,0,63.2857142857143,40.2857142857143
"1712",1994-10-22,1994,42,3,"IL","Chicago",8,403,15,56,86,77,169,0.15,72.2857142857143,52.2857142857143
"1713",1994-10-29,1994,43,3,"IL","Chicago",11,406,7,65,76,90,168,0,57,40.2857142857143
"1714",1994-11-05,1994,44,3,"IL","Chicago",15,396,11,72,85,68,160,3.92,60.5714285714286,43.1428571428571
"1715",1994-11-12,1994,45,3,"IL","Chicago",17,445,13,68,101,94,169,0.51,54.7142857142857,38.7142857142857
"1716",1994-11-19,1994,46,3,"IL","Chicago",15,438,21,66,98,82,171,0.32,54.4285714285714,36.5714285714286
"1717",1994-11-26,1994,47,3,"IL","Chicago",8,493,9,76,104,109,195,0.1,47.4285714285714,31.2857142857143
"1718",1994-12-03,1994,48,3,"IL","Chicago",9,420,10,68,73,79,190,1.16,46.7142857142857,32.4285714285714
"1719",1994-12-10,1994,49,3,"IL","Chicago",13,314,17,111,57,68,61,1.31,40.1428571428571,29.8571428571429
"1720",1994-12-17,1994,50,3,"IL","Chicago",22,449,14,66,103,78,188,0.24,33,23.4285714285714
"1721",1994-12-24,1994,51,3,"IL","Chicago",8,361,19,43,72,73,154,0,42.7142857142857,28.4285714285714
"1722",1994-12-31,1994,52,3,"IL","Chicago",12,433,9,55,99,100,170,0.06,43.5714285714286,27.7142857142857
"1723",1995-01-07,1995,1,3,"IL","Chicago",10,248,17,80,52,65,34,0.27,20.8571428571429,7.14285714285714
"1724",1995-01-14,1995,2,3,"IL","Chicago",11,438,14,63,84,92,185,1.76,33.8571428571429,23.1428571428571
"1725",1995-01-21,1995,3,3,"IL","Chicago",12,439,15,63,79,98,184,0.87,36.1428571428571,28.4285714285714
"1726",1995-01-28,1995,4,3,"IL","Chicago",17,482,24,77,94,94,193,0.31,28.7142857142857,12.1428571428571
"1727",1995-02-04,1995,5,3,"IL","Chicago",23,532,13,75,95,112,237,0.02,34.2857142857143,22.1428571428571
"1728",1995-02-11,1995,6,3,"IL","Chicago",21,525,31,86,100,106,202,0,22.7142857142857,6.57142857142857
"1729",1995-02-18,1995,7,3,"IL","Chicago",18,479,10,61,92,88,228,0.02,34.5714285714286,14.5714285714286
"1730",1995-02-25,1995,8,3,"IL","Chicago",28,465,12,63,89,87,214,0.02,44.4285714285714,28.8571428571429
"1731",1995-03-04,1995,9,3,"IL","Chicago",9,347,5,41,74,90,137,0.35,32.1428571428571,18.4285714285714
"1732",1995-03-11,1995,10,3,"IL","Chicago",22,475,9,62,98,96,210,0.57,40.8571428571429,26.8571428571429
"1733",1995-03-18,1995,11,3,"IL","Chicago",35,554,11,79,94,119,251,0,68.5714285714286,41.5714285714286
"1734",1995-03-25,1995,12,3,"IL","Chicago",14,507,20,60,93,127,207,0.26,51.7142857142857,32
"1735",1995-04-01,1995,13,3,"IL","Chicago",26,576,19,68,109,119,261,0.61,45.1428571428571,35
"1736",1995-04-08,1995,14,3,"IL","Chicago",22,587,20,76,115,105,271,0.13,54,32.1428571428571
"1737",1995-04-15,1995,15,3,"IL","Chicago",27,604,10,77,112,141,264,2.41,50.8571428571429,35.2857142857143
"1738",1995-04-22,1995,16,3,"IL","Chicago",25,592,10,90,117,112,263,0.83,59.1428571428571,42.2857142857143
"1739",1995-04-29,1995,17,3,"IL","Chicago",20,506,16,77,101,92,220,2.32,56.4285714285714,40.7142857142857
"1740",1995-05-06,1995,18,3,"IL","Chicago",15,499,25,66,109,109,190,0.11,60.7142857142857,40.7142857142857
"1741",1995-05-13,1995,19,3,"IL","Chicago",22,498,12,74,105,83,224,1.75,67.7142857142857,50.2857142857143
"1742",1995-05-20,1995,20,3,"IL","Chicago",11,491,15,70,101,93,212,0.47,71.2857142857143,51.4285714285714
"1743",1995-05-27,1995,21,3,"IL","Chicago",31,498,15,90,111,82,200,1.95,67.5714285714286,47.8571428571429
"1744",1995-06-03,1995,22,3,"IL","Chicago",27,542,10,74,112,119,227,0.38,77,56.8571428571429
"1745",1995-06-10,1995,23,3,"IL","Chicago",39,449,10,11,51,92,285,0.31,78.4285714285714,53.2857142857143
"1746",1995-06-17,1995,24,3,"IL","Chicago",33,396,12,15,50,75,244,0,83.2857142857143,56.5714285714286
"1747",1995-06-24,1995,25,3,"IL","Chicago",30,389,11,14,46,90,228,0,92.2857142857143,69.1428571428571
"1748",1995-07-01,1995,26,3,"IL","Chicago",39,420,13,19,56,86,245,0.99,82.7142857142857,64
"1749",1995-07-08,1995,27,3,"IL","Chicago",35,403,7,18,45,85,248,1.97,81.2857142857143,61
"1750",1995-07-15,1995,28,3,"IL","Chicago",25,409,15,17,67,70,239,0.1,94.1428571428571,71.8571428571429
"1751",1995-07-22,1995,29,3,"IL","Chicago",41,424,19,10,52,95,248,0.69,86.2857142857143,67
"1752",1995-07-29,1995,30,3,"IL","Chicago",26,418,16,15,52,89,246,0.41,89.8571428571429,69.2857142857143
"1753",1995-08-05,1995,31,3,"IL","Chicago",33,477,18,14,60,103,282,0.61,85.8571428571429,70
"1754",1995-08-12,1995,32,3,"IL","Chicago",22,334,9,15,37,70,203,0.15,88.8571428571429,71.5714285714286
"1755",1995-08-19,1995,33,3,"IL","Chicago",36,464,13,25,59,104,263,2.53,92,73.7142857142857
"1756",1995-08-26,1995,34,3,"IL","Chicago",42,807,13,21,66,161,543,0,86.5714285714286,66.2857142857143
"1757",1995-09-02,1995,35,3,"IL","Chicago",34,515,12,20,64,95,322,0.2,85.5714285714286,66.1428571428571
"1758",1995-09-09,1995,36,3,"IL","Chicago",38,423,16,7,47,101,249,0.67,78,58.4285714285714
"1759",1995-09-16,1995,37,3,"IL","Chicago",27,358,15,16,48,88,190,0.02,76.8571428571429,53.5714285714286
"1760",1995-09-23,1995,38,3,"IL","Chicago",36,454,23,25,43,112,250,0.33,60.8571428571429,42.2857142857143
"1761",1995-09-30,1995,39,3,"IL","Chicago",21,495,22,22,76,106,267,0.02,76.1428571428571,50.5714285714286
"1762",1995-10-07,1995,40,3,"IL","Chicago",48,413,12,19,51,96,234,1.27,66.7142857142857,51.2857142857143
"1763",1995-10-14,1995,41,3,"IL","Chicago",29,394,12,17,45,70,249,0.22,72,47.1428571428571
"1764",1995-10-21,1995,42,3,"IL","Chicago",39,462,12,13,61,97,277,1.45,60.5714285714286,42.1428571428571
"1765",1995-10-28,1995,43,3,"IL","Chicago",31,463,15,19,70,84,274,0.81,58.7142857142857,39.7142857142857
"1766",1995-11-04,1995,44,3,"IL","Chicago",36,387,5,15,45,71,249,1.12,48,34.1428571428571
"1767",1995-11-11,1995,45,3,"IL","Chicago",26,428,12,16,58,91,249,2.58,43.5714285714286,24.1428571428571
"1768",1995-11-18,1995,46,3,"IL","Chicago",17,451,18,11,49,91,282,0.07,34.8571428571429,23.2857142857143
"1769",1995-11-25,1995,47,3,"IL","Chicago",32,435,11,15,55,95,258,0,41.1428571428571,24.2857142857143
"1770",1995-12-02,1995,48,3,"IL","Chicago",31,407,22,13,36,81,254,0.36,43.8571428571429,22.8571428571429
"1771",1995-12-09,1995,49,3,"IL","Chicago",37,396,7,15,48,74,250,0.23,34.8571428571429,18.7142857142857
"1772",1995-12-16,1995,50,3,"IL","Chicago",36,416,18,16,48,87,246,0.23,29.2857142857143,14.8571428571429
"1773",1995-12-23,1995,51,3,"IL","Chicago",41,462,11,19,52,85,295,0.01,32.8571428571429,22.2857142857143
"1774",1995-12-30,1995,52,3,"IL","Chicago",41,479,22,16,54,101,286,0.09,31.5714285714286,16.7142857142857
"1775",1996-01-06,1996,1,3,"IL","Chicago",33,408,12,8,47,73,268,0.05,29.4285714285714,20
"1776",1996-01-13,1996,2,3,"IL","Chicago",33,479,13,18,44,90,314,0.27,30.1428571428571,16.8571428571429
"1777",1996-01-20,1996,3,3,"IL","Chicago",42,444,12,16,49,93,274,0.96,38.7142857142857,18.7142857142857
"1778",1996-01-27,1996,4,3,"IL","Chicago",48,529,36,15,73,109,295,0.32,34.4285714285714,17.7142857142857
"1779",1996-02-03,1996,5,3,"IL","Chicago",39,435,16,15,33,103,268,0.01,11,-6.71428571428571
"1780",1996-02-10,1996,6,3,"IL","Chicago",32,336,10,11,48,79,188,0.07,35.2857142857143,17.4285714285714
"1781",1996-02-17,1996,7,3,"IL","Chicago",44,448,12,16,56,89,275,0,31.2857142857143,19.2857142857143
"1782",1996-02-24,1996,8,3,"IL","Chicago",43,511,18,17,72,114,289,0.01,44.8571428571429,27.4285714285714
"1783",1996-03-02,1996,9,3,"IL","Chicago",33,437,7,16,53,77,283,0.63,38.1428571428571,19.8571428571429
"1784",1996-03-09,1996,10,3,"IL","Chicago",40,422,15,11,50,104,242,0.44,26.1428571428571,9.42857142857143
"1785",1996-03-16,1996,11,3,"IL","Chicago",41,414,12,11,49,99,243,0,49.4285714285714,28.1428571428571
"1786",1996-03-23,1996,12,3,"IL","Chicago",32,461,15,13,36,95,300,0.02,42.1428571428571,25
"1787",1996-03-30,1996,13,3,"IL","Chicago",35,435,5,14,58,83,275,0.42,45.2857142857143,24.8571428571429
"1788",1996-04-06,1996,14,3,"IL","Chicago",37,456,18,12,56,93,277,0.08,47.4285714285714,29.4285714285714
"1789",1996-04-13,1996,15,3,"IL","Chicago",27,485,8,14,58,122,280,0.22,54.7142857142857,30.8571428571429
"1790",1996-04-20,1996,16,3,"IL","Chicago",34,455,13,19,62,109,251,1.68,58.7142857142857,39.1428571428571
"1791",1996-04-27,1996,17,3,"IL","Chicago",24,459,27,10,55,84,280,0.35,61.4285714285714,39.2857142857143
"1792",1996-05-04,1996,18,3,"IL","Chicago",31,434,10,17,63,102,241,0.47,55.5714285714286,38.2857142857143
"1793",1996-05-11,1996,19,3,"IL","Chicago",31,424,17,15,55,92,244,2.5,59.8571428571429,42.2857142857143
"1794",1996-05-18,1996,20,3,"IL","Chicago",35,418,10,13,37,105,251,0.32,65.8571428571429,46.5714285714286
"1795",1996-05-25,1996,21,3,"IL","Chicago",48,432,13,9,59,102,245,2.05,72.1428571428571,53.2857142857143
"1796",1996-06-01,1996,22,3,"IL","Chicago",43,450,13,14,48,105,268,2.5,63.4285714285714,44
"1797",1996-06-08,1996,23,3,"IL","Chicago",30,454,12,25,58,103,255,1.59,68,51.1428571428571
"1798",1996-06-15,1996,24,3,"IL","Chicago",20,313,4,10,45,75,176,0.57,76,56.2857142857143
"1799",1996-06-22,1996,25,3,"IL","Chicago",33,427,20,10,54,100,239,1.83,82.2857142857143,63.4285714285714
"1800",1996-06-29,1996,26,3,"IL","Chicago",39,451,15,12,53,106,264,0.25,84.1428571428571,59.8571428571429
"1801",1996-07-06,1996,27,3,"IL","Chicago",32,463,14,29,54,111,254,0,84.2857142857143,59.5714285714286
"1802",1996-07-13,1996,28,3,"IL","Chicago",23,397,15,14,44,87,236,0,81.4285714285714,57.8571428571429
"1803",1996-07-20,1996,29,3,"IL","Chicago",54,511,17,21,65,90,317,3.25,81.4285714285714,63.8571428571429
"1804",1996-07-27,1996,30,3,"IL","Chicago",35,447,14,13,52,91,275,0.2,77.8571428571429,58.7142857142857
"1805",1996-08-03,1996,31,3,"IL","Chicago",24,426,24,20,45,93,243,0.5,76.7142857142857,58.7142857142857
"1806",1996-08-10,1996,32,3,"IL","Chicago",34,513,28,30,69,108,275,0.95,85.4285714285714,66.4285714285714
"1807",1996-08-17,1996,33,3,"IL","Chicago",27,415,8,21,47,78,259,0,80.4285714285714,61.8571428571429
"1808",1996-08-24,1996,34,3,"IL","Chicago",16,355,11,16,50,82,196,0.5,84,64.5714285714286
"1809",1996-08-31,1996,35,3,"IL","Chicago",28,458,10,23,80,94,250,0,80.4285714285714,59.2857142857143
"1810",1996-09-07,1996,36,3,"IL","Chicago",29,473,13,22,66,114,257,0,84.2857142857143,62.5714285714286
"1811",1996-09-14,1996,37,3,"IL","Chicago",15,391,17,12,42,89,229,0.69,72.7142857142857,54.2857142857143
"1812",1996-09-21,1996,38,3,"IL","Chicago",25,377,3,19,47,79,228,0.04,69.5714285714286,51
"1813",1996-09-28,1996,39,3,"IL","Chicago",19,395,8,14,64,80,226,2,66.8571428571429,47.8571428571429
"1814",1996-10-05,1996,40,3,"IL","Chicago",35,399,8,15,69,86,221,0,67.1428571428571,43.4285714285714
"1815",1996-10-12,1996,41,3,"IL","Chicago",27,400,8,19,51,88,234,0.25,60.7142857142857,40.2857142857143
"1816",1996-10-19,1996,42,3,"IL","Chicago",27,352,10,18,50,65,209,0.52,66.8571428571429,46.7142857142857
"1817",1996-10-26,1996,43,3,"IL","Chicago",36,494,15,16,70,112,280,0.54,61.1428571428571,41.7142857142857
"1818",1996-11-02,1996,44,3,"IL","Chicago",21,387,18,13,35,97,222,1.01,51,32.8571428571429
"1819",1996-11-09,1996,45,3,"IL","Chicago",20,446,13,18,62,83,268,0.66,49.4285714285714,34.1428571428571
"1820",1996-11-16,1996,46,3,"IL","Chicago",19,376,13,13,45,75,229,0,35.7142857142857,23.2857142857143
"1821",1996-11-23,1996,47,3,"IL","Chicago",23,457,18,22,58,109,249,0.41,38.2857142857143,28.2857142857143
"1822",1996-11-30,1996,48,3,"IL","Chicago",36,463,14,16,57,101,273,0.41,36.5714285714286,23
"1823",1996-12-07,1996,49,3,"IL","Chicago",38,433,10,7,46,99,271,0.32,35.7142857142857,24.4285714285714
"1824",1996-12-14,1996,50,3,"IL","Chicago",37,443,18,11,48,94,272,0.46,38.5714285714286,29.1428571428571
"1825",1996-12-21,1996,51,3,"IL","Chicago",30,382,11,19,35,93,224,0.13,27.5714285714286,14.8571428571429
"1826",1996-12-28,1996,52,3,"IL","Chicago",33,475,16,19,61,94,284,0.3,32.2857142857143,18.4285714285714
"1827",1997-01-04,1997,1,3,"IL","Chicago",42,498,17,18,50,104,308,0.43,43.1428571428571,30.5714285714286
"1828",1997-01-11,1997,2,3,"IL","Chicago",35,513,14,18,46,111,324,0.14,25,9.57142857142857
"1829",1997-01-18,1997,3,3,"IL","Chicago",36,464,19,21,48,94,282,0.25,12.5714285714286,-2.85714285714286
"1830",1997-01-25,1997,4,3,"IL","Chicago",50,529,29,10,56,118,316,0.46,36.1428571428571,17.2857142857143
"1831",1997-02-01,1997,5,3,"IL","Chicago",48,505,8,12,41,112,331,0.1,25.8571428571429,7.14285714285714
"1832",1997-02-08,1997,6,3,"IL","Chicago",37,362,10,7,33,80,231,0.27,34,25.4285714285714
"1833",1997-02-15,1997,7,3,"IL","Chicago",60,500,13,19,61,93,313,0.05,28.8571428571429,17.5714285714286
"1834",1997-02-22,1997,8,3,"IL","Chicago",46,576,16,19,72,126,340,4.35,42,23.2857142857143
"1835",1997-03-01,1997,9,3,"IL","Chicago",44,522,51,15,49,103,302,1.02,38.2857142857143,25.8571428571429
"1836",1997-03-08,1997,10,3,"IL","Chicago",44,489,35,15,44,91,301,0,41,27.1428571428571
"1837",1997-03-15,1997,11,3,"IL","Chicago",33,466,9,17,54,101,282,0.3,41,25.7142857142857
"1838",1997-03-22,1997,12,3,"IL","Chicago",35,445,19,26,47,93,260,0.01,49.2857142857143,29
"1839",1997-03-29,1997,13,3,"IL","Chicago",23,358,6,12,30,80,230,1.11,52.7142857142857,35.4285714285714
"1840",1997-04-05,1997,14,3,"IL","Chicago",41,516,17,12,45,134,308,0.33,61.4285714285714,40.4285714285714
"1841",1997-04-12,1997,15,3,"IL","Chicago",40,419,9,10,39,91,270,0.63,40.7142857142857,26.5714285714286
"1842",1997-04-19,1997,16,3,"IL","Chicago",44,439,7,14,37,106,275,0.17,53.5714285714286,31.2857142857143
"1843",1997-04-26,1997,17,3,"IL","Chicago",40,405,9,9,42,84,261,0.12,57,37.1428571428571
"1844",1997-05-03,1997,18,3,"IL","Chicago",36,459,9,6,42,110,291,1.06,62.2857142857143,40.4285714285714
"1845",1997-05-10,1997,19,3,"IL","Chicago",30,453,10,13,56,107,265,0.7,65.8571428571429,43.5714285714286
"1846",1997-05-17,1997,20,3,"IL","Chicago",34,408,7,15,43,83,259,0.07,60.5714285714286,40.7142857142857
"1847",1997-05-24,1997,21,3,"IL","Chicago",34,462,26,19,56,79,281,0.94,69.4285714285714,41.2857142857143
"1848",1997-05-31,1997,22,3,"IL","Chicago",34,442,12,18,62,79,270,0.45,62.7142857142857,50
"1849",1997-06-07,1997,23,3,"IL","Chicago",30,409,13,4,46,101,243,0.89,69.4285714285714,51.2857142857143
"1850",1997-06-14,1997,24,3,"IL","Chicago",31,429,9,14,37,107,261,0.21,76.4285714285714,53.1428571428571
"1851",1997-06-21,1997,25,3,"IL","Chicago",28,409,12,9,52,91,244,2.27,81.2857142857143,56.8571428571429
"1852",1997-06-28,1997,26,3,"IL","Chicago",36,450,16,17,59,87,270,0.39,88.1428571428571,66.1428571428571
"1853",1997-07-05,1997,27,3,"IL","Chicago",22,461,13,22,46,106,274,0.25,81.4285714285714,61.4285714285714
"1854",1997-07-12,1997,28,3,"IL","Chicago",33,375,11,12,34,81,236,0.22,80,56
"1855",1997-07-19,1997,29,3,"IL","Chicago",23,455,31,21,48,103,248,1.99,90.2857142857143,70.4285714285714
"1856",1997-07-26,1997,30,3,"IL","Chicago",24,383,8,12,49,82,230,0.62,82.7142857142857,66
"1857",1997-08-02,1997,31,3,"IL","Chicago",29,417,12,12,52,100,239,0.01,83.5714285714286,63.2857142857143
"1858",1997-08-09,1997,32,3,"IL","Chicago",30,431,4,15,41,117,253,0.13,80.1428571428571,58.5714285714286
"1859",1997-08-16,1997,33,3,"IL","Chicago",20,394,12,27,38,92,223,3.49,78.8571428571429,64.8571428571429
"1860",1997-08-23,1997,34,3,"IL","Chicago",17,410,11,12,42,89,256,0.8,73.4285714285714,57.7142857142857
"1861",1997-08-30,1997,35,3,"IL","Chicago",26,348,4,19,47,67,211,0.08,77,60.5714285714286
"1862",1997-09-06,1997,36,3,"IL","Chicago",11,429,9,15,58,97,250,0,76.5714285714286,54.7142857142857
"1863",1997-09-13,1997,37,3,"IL","Chicago",19,380,16,22,54,82,206,0.11,73.4285714285714,55.7142857142857
"1864",1997-09-20,1997,38,3,"IL","Chicago",22,397,10,9,46,94,237,1.5,80.1428571428571,57.5714285714286
"1865",1997-09-27,1997,39,3,"IL","Chicago",30,357,9,15,40,92,200,0.08,69.2857142857143,49.5714285714286
"1866",1997-10-04,1997,40,3,"IL","Chicago",27,396,15,18,56,82,223,0.11,73.7142857142857,51.7142857142857
"1867",1997-10-11,1997,41,3,"IL","Chicago",23,413,10,10,51,94,248,0.18,80.5714285714286,53.8571428571429
"1868",1997-10-18,1997,42,3,"IL","Chicago",24,394,11,25,61,78,219,0.52,60.8571428571429,39.1428571428571
"1869",1997-10-25,1997,43,3,"IL","Chicago",17,366,15,15,40,90,206,0.43,51.7142857142857,37.2857142857143
"1870",1997-11-01,1997,44,3,"IL","Chicago",19,400,12,16,50,88,233,1.56,54,35.5714285714286
"1871",1997-11-08,1997,45,3,"IL","Chicago",21,386,18,14,34,85,234,0.37,44.7142857142857,37.2857142857143
"1872",1997-11-15,1997,46,3,"IL","Chicago",25,413,9,17,45,98,243,0.57,37.5714285714286,27.8571428571429
"1873",1997-11-22,1997,47,3,"IL","Chicago",30,386,17,13,44,81,231,0,37.7142857142857,22.2857142857143
"1874",1997-11-29,1997,48,3,"IL","Chicago",38,474,12,23,56,109,272,0.46,47.2857142857143,30.7142857142857
"1875",1997-12-06,1997,49,3,"IL","Chicago",33,402,12,18,48,98,226,0.19,37.2857142857143,30.8571428571429
"1876",1997-12-13,1997,50,3,"IL","Chicago",35,512,56,28,44,108,274,0.64,33.2857142857143,27.5714285714286
"1877",1997-12-20,1997,51,3,"IL","Chicago",24,466,9,17,54,119,266,0,44.5714285714286,28.4285714285714
"1878",1997-12-27,1997,52,3,"IL","Chicago",32,420,10,18,36,93,263,0.53,34.5714285714286,27.1428571428571
"1879",1998-01-03,1997,53,3,"IL","Chicago",26,418,8,9,31,94,276,0.6,37.8571428571429,22.4285714285714
"1880",1998-01-10,1998,1,3,"IL","Chicago",37,351,8,5,30,78,229,1.78,40.4285714285714,29.1428571428571
"1881",1998-01-17,1998,2,3,"IL","Chicago",25,366,7,10,47,66,236,0.18,27.1428571428571,13.5714285714286
"1882",1998-01-24,1998,3,3,"IL","Chicago",20,448,12,19,68,91,257,0.19,30.1428571428571,22.2857142857143
"1883",1998-01-31,1998,4,3,"IL","Chicago",22,411,11,10,37,77,275,0.07,37.2857142857143,28.1428571428571
"1884",1998-02-07,1998,5,3,"IL","Chicago",19,471,12,22,43,115,278,0.12,39.4285714285714,28.7142857142857
"1885",1998-02-14,1998,6,3,"IL","Chicago",25,378,7,8,38,76,248,0.66,43,30.1428571428571
"1886",1998-02-21,1998,7,3,"IL","Chicago",36,450,12,7,45,99,287,0.67,44.4285714285714,35.5714285714286
"1887",1998-02-28,1998,8,3,"IL","Chicago",26,452,3,15,43,105,285,0.25,53,35
"1888",1998-03-07,1998,9,3,"IL","Chicago",43,442,16,17,32,97,279,0.13,38.7142857142857,29.8571428571429
"1889",1998-03-14,1998,10,3,"IL","Chicago",42,499,16,24,46,76,336,2.35,30.8571428571429,18.4285714285714
"1890",1998-03-21,1998,11,3,"IL","Chicago",36,462,12,12,45,98,294,0.74,39.5714285714286,30.7142857142857
"1891",1998-03-28,1998,12,3,"IL","Chicago",35,406,8,12,35,83,268,0.17,59.8571428571429,41.7142857142857
"1892",1998-04-04,1998,13,3,"IL","Chicago",27,362,7,11,33,88,223,1.04,60.4285714285714,42.8571428571429
"1893",1998-04-11,1998,14,3,"IL","Chicago",52,513,23,23,54,92,319,1.25,56.2857142857143,37
"1894",1998-04-18,1998,15,3,"IL","Chicago",34,379,7,18,36,90,226,0.66,61.8571428571429,44.4285714285714
"1895",1998-04-25,1998,16,3,"IL","Chicago",32,416,39,12,37,71,254,0.84,65.4285714285714,43.1428571428571
"1896",1998-05-02,1998,17,3,"IL","Chicago",39,454,8,13,54,92,287,0.68,58.8571428571429,44.4285714285714
"1897",1998-05-09,1998,18,3,"IL","Chicago",44,425,10,15,40,98,261,2.39,67,52.2857142857143
"1898",1998-05-16,1998,19,3,"IL","Chicago",30,399,11,13,36,89,250,0.07,78.5714285714286,54
"1899",1998-05-23,1998,20,3,"IL","Chicago",28,407,14,18,37,95,243,0,78.1428571428571,55.7142857142857
"1900",1998-05-30,1998,21,3,"IL","Chicago",17,394,18,13,42,104,217,0.55,80,54.8571428571429
"1901",1998-06-06,1998,22,3,"IL","Chicago",22,379,26,13,43,78,218,0.11,68.8571428571429,47.8571428571429
"1902",1998-06-13,1998,23,3,"IL","Chicago",25,416,12,17,51,92,243,1.44,73.7142857142857,55.7142857142857
"1903",1998-06-20,1998,24,3,"IL","Chicago",28,393,11,12,43,91,234,0.74,82.8571428571429,61.7142857142857
"1904",1998-06-27,1998,25,3,"IL","Chicago",21,386,13,17,39,82,234,0.3,90.2857142857143,67.2857142857143
"1905",1998-07-04,1998,26,3,"IL","Chicago",22,423,16,23,52,101,231,1.41,83.7142857142857,64.2857142857143
"1906",1998-07-11,1998,27,3,"IL","Chicago",28,386,8,11,38,86,241,0.3,81.4285714285714,64.4285714285714
"1907",1998-07-18,1998,28,3,"IL","Chicago",25,415,16,13,43,83,258,0,86.8571428571429,65.2857142857143
